id,link,hashtags,urls
1259791345297903616,https://twitter.com/mondegeonumeric/status/1259791345297903616,['#geocovid'],['https://twitter.com/verder0/status/1259757479224848384']
1259738346806489090,https://twitter.com/nico_lambert/status/1259738346806489090,"['#covid19', '#deconfinementjour1', '#geocovid']",['https://analytics.huma-num.fr/Nicolas.Lambert/covid19/']
1259734468081876992,https://twitter.com/mondegeonumeric/status/1259734468081876992,['#geocovid'],['https://twitter.com/lemonde_cities/status/1259714971119816704']
1259577155765354496,https://twitter.com/jaumecasanas/status/1259577155765354496,"['#cunit', '#poblesdefrontera', '#geocovid', '#penedès']",[]
1259404710739664898,https://twitter.com/BorisMericskay/status/1259404710739664898,"['#geocovid', '#flowmap']",['https://ici.radio-canada.ca/info/2020/05/geolocalisation-deplacements-provinces-regions-quebec-montreal-distanciation-sociale']
1259258497960681478,https://twitter.com/Geodoc31/status/1259258497960681478,"['#covid_19', '#coronavirus', '#geographie', '#carte', '#geocovid']",['https://www.la-croix.com/Monde/Coronavirus-lintrigante-geographie-contagion-2020-05-05-1201092633']
1259025859098353669,https://twitter.com/RoelandtN42/status/1259025859098353669,['#geocovid'],['https://twitter.com/matthieumeritet/status/1258463723833839616']
1258852950530719748,https://twitter.com/OurRadiantEarth/status/1258852950530719748,"['#geocovid', '#socialdistancing']",['http://ow.ly/qlwc50zAO6i']
1258811974730866694,https://twitter.com/Fabien_Goblet/status/1258811974730866694,"['#déconfinement', '#geocovid']",['https://100km.monterritoire.fr']
1258723374668419072,https://twitter.com/BorisMericskay/status/1258723374668419072,['#geocovid'],[]
1258546949281574913,https://twitter.com/adrian_21ldu/status/1258546949281574913,"['#qgis2web', '#quito', '#covid19ec', '#geocovid']",['http://tarogeo.com/covid19_1.html?fbclid=IwAR2sALr2EWsy1b8940UrjmpyXLmiSSQlWQTRd4wCN-aNVaWbM1Zk4JGYFfs#11/-0.1772/-78.3672']
1258426663374856199,https://twitter.com/geo_in_geo/status/1258426663374856199,"['#usa', '#storymap', '#geocovid']",['https://storymaps.arcgis.com/stories/336825e7c44a494ab24c72f67e02814a']
1258425970048077827,https://twitter.com/geo_in_geo/status/1258425970048077827,"['#canada', '#geocovid']",['https://www.ualberta.ca/science/news/2020/april/covid-19-travel-restrictions.html']
1258412663903858688,https://twitter.com/angelocl/status/1258412663903858688,"['#pactopelavida', '#fiqueemcasacomaciência', '#fiqueemcasacomciência', '#marchavirtualpelaciência']",['http://portalcovid19.uefs.br/']
1258340633653248000,https://twitter.com/BorisMericskay/status/1258340633653248000,['#geocovid'],[]
